Title,Description,Instructor,Rating,Price,Details,Page
"AWS Certified Solutions Architect Associate Practice Exams
2026 AWS Certified Solutions Architect Associate Practice Tests [SAA-C03] + Exam Simulator + Explanations + Cheat Sheets",2026 AWS Certified Solutions Architect Associate Practice Tests [SAA-C03] + Exam Simulator + Explanations + Cheat Sheets,"Neal Davis | AWS Certified Solutions Architect & Developer, Digital Cloud Training | AWS Certified Cloud Practitioner AWS Certified Solutions Architect, AWS Developer Associate","Rating: 4.6 out of 5
4.6
(13,368)","Current price
$74.99","390 questions
All Levels",5
"Practice Exams | AWS Certified Developer Associate
390 Original Questions for DVA-C02 ! Practice for the AWS Certified Developer Certification and ace the DVA-C02 Exam!",390 Original Questions for DVA-C02 ! Practice for the AWS Certified Developer Certification and ace the DVA-C02 Exam!,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer, Abhishek Singh","Rating: 4.6 out of 5
4.6
(13,360)","Current price
$69.99","390 questions
Beginner",5
"TOTAL: CompTIA Tech+ (FC0-U71)
Basic IT concepts, troubleshooting devices, and identifying/preventing security risk, update CompTIA IT Fundamentals","Basic IT concepts, troubleshooting devices, and identifying/preventing security risk, update CompTIA IT Fundamentals","Total Seminars Over 1 Million Enrollments, Scott Jernigan","Rating: 4.6 out of 5
4.6
(13,082)","Current price
$74.99","4.5 total hours
71 lectures
Beginner",5
"AWS Certified Cloud Practitioner - AWS Certification
AWS Certified Cloud Practitioner - AWS Certification. Start Cloud Computing. Learn AWS Concepts.",AWS Certified Cloud Practitioner - AWS Certification. Start Cloud Computing. Learn AWS Concepts.,"in28Minutes Official, Ranga Karanam | GCP Certification - Google Cloud Engineer & Architect","Rating: 4.6 out of 5
4.6
(13,078)","Current price
$79.99","19 total hours
310 lectures
All Levels",5
"AZ-400 Designing and Implementing DevOps Certification
Pass your AZ-400 DevOps Exam",Pass your AZ-400 DevOps Exam,Alan Rodrigues,"Rating: 4.5 out of 5
4.5
(13,030)","Current price
$74.99","21 total hours
258 lectures
Intermediate",5
"HashiCorp Certified Terraform Associate 004 - Practice Exams
Terraform Associate 004 Certification Practice Exams - Almost 350 Realistic Questions with Detailed Explanations + Links",Terraform Associate 004 Certification Practice Exams - Almost 350 Realistic Questions with Detailed Explanations + Links,"Bryan Krausen • 200,000+ Enrollments Worldwide","Rating: 4.7 out of 5
4.7
(274)","Current price
$24.99","342 questions
Beginner",5
"AI-900: Microsoft Azure AI Fundamentals in a Weekend [2026]
AI-900 in a WEEKEND: PASS Azure Certification - Azure AI Fundamentals",AI-900 in a WEEKEND: PASS Azure Certification - Azure AI Fundamentals,"in28Minutes Official, Cloud First Solutions | Microsoft Azure Certification, Ranga Karanam | GCP Certification - Google Cloud Engineer & Architect","Rating: 4.6 out of 5
4.6
(12,412)","Current price
$54.99","6 total hours
100 lectures
All Levels",5
"Microsoft Power BI: PL-300 Certification Prep (Data Analyst)
Complete guide to acing the PL-300 Power BI Exam and becoming a Microsoft Certified Data Analyst Associate",Complete guide to acing the PL-300 Power BI Exam and becoming a Microsoft Certified Data Analyst Associate,"Maven Analytics • 1,500,000 Learners, Aaron Parry","Rating: 4.6 out of 5
4.6
(12,370)","Current price
$79.99","8.5 total hours
127 lectures
All Levels",5
"Training for Snowflake SnowPro Core Certification Exam C02/3
Learn Snowflake with a certified data engineer and ace the Snowflake SnowPro Core COF-C02/C03 certification exam.",Learn Snowflake with a certified data engineer and ace the Snowflake SnowPro Core COF-C02/C03 certification exam.,Tom Bailey,"Rating: 4.5 out of 5
4.5
(12,308)","Current price
$59.99","8.5 total hours
106 lectures
Beginner",5
"AWS Certified Data Engineer Associate 2026 - Hands On!
AWS DEA-C01 certification prep course with exercises and 2 full-length practice exams. Redshift, Glue, Athena, and more","AWS DEA-C01 certification prep course with exercises and 2 full-length practice exams. Redshift, Glue, Athena, and more","Sundog Education by Frank Kane, Frank Kane, Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer","Rating: 4.6 out of 5
4.6
(12,246)","Current price
$59.99","24.5 total hours
314 lectures
All Levels",5
"CompTIA A+ Core 2 (220-1202) Full Course & Practice Exam
Pass the CompTIA A+ Core 2 (220-1202) exam with help from a top expert in the field!",Pass the CompTIA A+ Core 2 (220-1202) exam with help from a top expert in the field!,"Jason Dion • 2.8 Million+ Enrollments Worldwide, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions, Jason Dion • 2.8 Million+ Enrollments Worldwide","Rating: 4.7 out of 5
4.7
(12,162)","Current price
$59.99","37.5 total hours
325 lectures
Beginner",5
"Google Cloud Associate Cloud Engineer: Get Certified 2024
Learn How to Pass the Exam from the author of the Official Certification Guide for Google",Learn How to Pass the Exam from the author of the Official Certification Guide for Google,"Dan Sullivan, Dan Sullivan","Rating: 4.4 out of 5
4.4
(11,867)","Current price
$79.99","8.5 total hours
114 lectures
All Levels",5
"CompTIA PenTest+ (PT0-003) Full Course & Practice Exam
Pass the CompTIA PenTest+ (PT0-003) exam on your 1st attempt, includes a full practice exam!","Pass the CompTIA PenTest+ (PT0-003) exam on your 1st attempt, includes a full practice exam!","Jason Dion • 2.8 Million+ Enrollments Worldwide, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions • ATO for ITIL & PRINCE2, Jason Dion • 2.8 Million+ Enrollments Worldwide","Rating: 4.6 out of 5
4.6
(11,709)","Current price
$79.99","27.5 total hours
301 lectures
All Levels",5
"Azure Architect Technologies
This course is to help students learn about Microsoft Azure Architect Technologies",This course is to help students learn about Microsoft Azure Architect Technologies,Alan Rodrigues,"Rating: 4.7 out of 5
4.7
(11,344)","Current price
$69.99","27.5 total hours
319 lectures
All Levels",6
"TOTAL: Cloud Computing / CompTIA Cloud+ (CV0-004)
Learn the basics of Cloud Computing and/or prepare for the CompTIA Cloud+ Certification Exam.",Learn the basics of Cloud Computing and/or prepare for the CompTIA Cloud+ Certification Exam.,"Total Seminars Over 1 Million Enrollments, Tom Carpenter","Rating: 4.5 out of 5
4.5
(11,236)","Current price
$99.99","6 total hours
51 lectures
Intermediate",6
"CompTIA CySA+ (CS0-003) Complete Course & Practice Exam
Pass the CompTIA Cybersecurity Analyst+ (CS0-003) exam on your 1st attempt, includes a full practice exam!","Pass the CompTIA Cybersecurity Analyst+ (CS0-003) exam on your 1st attempt, includes a full practice exam!","Jason Dion • 2.8 Million+ Enrollments Worldwide, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions, Jason Dion • 2.8 Million+ Enrollments Worldwide","Rating: 4.6 out of 5
4.6
(11,125)","Current price
$59.99","36 total hours
320 lectures
Intermediate",6
"LPI Linux Essentials (010-160) Complete Course
LPI Linux Essentials (010-160) Bootcamp - Your guide to passing your LPI Linux Essentials (010-160) certification exam!",LPI Linux Essentials (010-160) Bootcamp - Your guide to passing your LPI Linux Essentials (010-160) certification exam!,"Jason Dion • 2.8 Million+ Enrollments Worldwide, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions, Jason Dion • 2.8 Million+ Enrollments Worldwide","Rating: 4.6 out of 5
4.6
(10,820)","Current price
$69.99","7.5 total hours
82 lectures
Beginner",6
"Cypress: Web Automation Testing from Zero to Hero
E2E Web UI Automation from scratch. Fully Updated in August 2025.",E2E Web UI Automation from scratch. Fully Updated in August 2025.,Artem Bondar,"Rating: 4.8 out of 5
4.8
(10,778)","Current price
$74.99","11 total hours
72 lectures
All Levels",6
"CompTIA Security+ SY0-701 Full Course, Labs, and Study Plan
Pass your Security+ SY0-701 in 30 days or less on the first try. Full Study Plan with labs and practice exams.",Pass your Security+ SY0-701 in 30 days or less on the first try. Full Study Plan with labs and practice exams.,"TIA Education, Andrew Ramdayal","Rating: 4.7 out of 5
4.7
(10,715)","Current price
$59.99","26 total hours
255 lectures
All Levels",6
"Tableau Desktop Foundations Certification Exam Prep 2026
Pass the updated 2026 Salesforce Certified Tableau Desktop Foundations with video lessons, Study Notes and Quiz!","Pass the updated 2026 Salesforce Certified Tableau Desktop Foundations with video lessons, Study Notes and Quiz!",Amandeep Sawhney | HawkEye Data,"Rating: 4.7 out of 5
4.7
(7,121)","Current price
$84.99","7 total hours
82 lectures
All Levels",6
"Tableau Desktop Foundations Exam Practice Tests 2026
Updated for the new Salesforce Certified Tableau Desktop foundations exam - 250+ questions with Detailed answers!",Updated for the new Salesforce Certified Tableau Desktop foundations exam - 250+ questions with Detailed answers!,Amandeep Sawhney | HawkEye Data,"Rating: 4.5 out of 5
4.5
(3,415)","Current price
$64.99","290 questions
All Levels",6
"Linux Redhat Certified System Administrator (RHCSA - EX200)
Best match for those who want to become Red Hat certified system administrator (RHCSA) in shortest amount of time",Best match for those who want to become Red Hat certified system administrator (RHCSA) in shortest amount of time,Imran Afzal,"Rating: 4.5 out of 5
4.5
(10,049)","Current price
$59.99","12 total hours
45 lectures
Intermediate",6
"Proven Scrum Master Certification Training For Agile 2026
Scrum Master Training + 160 Mock Exam Questions Like PSM I & CSM (unofficial) with 1st Sprint Demo, AI ChatGPT for Agile","Scrum Master Training + 160 Mock Exam Questions Like PSM I & CSM (unofficial) with 1st Sprint Demo, AI ChatGPT for Agile","Michael James (PSM I, PSM II, PSM III, PSPO 1, PSPO II, SPS certified), Learn Management Online","Rating: 4.6 out of 5
4.6
(9,954)","Current price
$59.99","8.5 total hours
115 lectures
Beginner",6
"AZ-500 Microsoft Azure Security Exam Certification
Passing this exam earns you : Microsoft Certified: Azure Security Engineer Associate certification.",Passing this exam earns you : Microsoft Certified: Azure Security Engineer Associate certification.,Alan Rodrigues,"Rating: 4.6 out of 5
4.6
(9,839)","Current price
$74.99","19.5 total hours
258 lectures
Expert",6
"Certified Lean Six Sigma Yellow Belt Training (Accredited)
Lean Six Sigma course aligned with internationally accepted Six Sigma (CSSYB, LSSYB) format - 6.5 PMI PDUs|PDCs|7 CPDs","Lean Six Sigma course aligned with internationally accepted Six Sigma (CSSYB, LSSYB) format - 6.5 PMI PDUs|PDCs|7 CPDs","Sandeep Kumar, ­ Quality Gurus Inc.","Rating: 4.7 out of 5
4.7
(9,391)","Current price
$84.99","7.5 total hours
80 lectures
All Levels",6
"Entra ID/Azure Active Directory And Azure AD Domain Services
Learn how Entra ID (Azure Active Directory), On-Premises AD and Azure AD Domain Services (AADDS) integrate together","Learn how Entra ID (Azure Active Directory), On-Premises AD and Azure AD Domain Services (AADDS) integrate together",Himanshu Rana,"Rating: 4.5 out of 5
4.5
(9,181)","Current price
$64.99","5.5 total hours
38 lectures
Intermediate",6
"CISSP Certification: CISSP Domain 3 & 4 Boot Camp 2025 Exam
Take the CISSP Domain 3 and 4 2025 certifications boot camp: Get 13.5 hrs of video, study guides, and practice questions","Take the CISSP Domain 3 and 4 2025 certifications boot camp: Get 13.5 hrs of video, study guides, and practice questions","Thor Pedersen | 670,000+ Enrollments Worldwide, ThorTeaches.com Support","Rating: 4.6 out of 5
4.6
(9,127)","Current price
$79.99","13.5 total hours
98 lectures
All Levels",6
"CISM Certification: CISM Domain 1 Video Boot Camp 2025
Certified Information Security Manager (CISM) Domain 1 - Get 5.5 hours of videos and downloadable study guides.",Certified Information Security Manager (CISM) Domain 1 - Get 5.5 hours of videos and downloadable study guides.,"Thor Pedersen | 670,000+ Enrollments Worldwide, ThorTeaches.com Support","Rating: 4.7 out of 5
4.7
(8,964)","Current price
$84.99","6 total hours
49 lectures
All Levels",6
"Cisco CCNA Packet Tracer Ultimate labs: CCNA 200-301 labs
Are you ready for the new Cisco CCNA 200-301 exam? You sure? Check your knowledge with our CCNA Exam Prep Labs.",Are you ready for the new Cisco CCNA 200-301 exam? You sure? Check your knowledge with our CCNA Exam Prep Labs.,David Bombal,"Rating: 4.7 out of 5
4.7
(8,921)","Current price
$79.99","17.5 total hours
139 lectures
Beginner",6
"ServiceNow Certified Administration For Beginners
ServiceNow platform for beginners who would like to become Certified ServiceNow Administrator. Learn core fundamentals",ServiceNow platform for beginners who would like to become Certified ServiceNow Administrator. Learn core fundamentals,"Ali Bokhari, Syed Raza, ClayDesk E-learning","Rating: 4.4 out of 5
4.4
(8,859)","Current price
$49.99","1.5 total hours
18 lectures
All Levels",7
"[NEW] AWS Certified Advanced Networking Specialty 2026
Pass the AWS Certified Advanced Networking Specialty Certification ANS-C01. Taught by an AWS Networking and VPC Expert!",Pass the AWS Certified Advanced Networking Specialty Certification ANS-C01. Taught by an AWS Networking and VPC Expert!,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer, Chetan Agrawal | Ex. Senior Solutions Architect at AWS","Rating: 4.8 out of 5
4.8
(8,726)","Current price
$59.99","35 total hours
260 lectures
Intermediate",7
"Oracle Database SQL Certified Associate 1Z0-071
Become Oracle SQL Certified ( OCA ) / Covers ORACLE university track 100%. All the presentations + scripts are attached",Become Oracle SQL Certified ( OCA ) / Covers ORACLE university track 100%. All the presentations + scripts are attached,Khaled Alkhudari,"Rating: 4.4 out of 5
4.4
(8,704)","Current price
$109.99","20 total hours
183 lectures
All Levels",7
"Splunk: Zero to Power User
Splunk Core Certified Power User - Exam Prep - 2026!",Splunk Core Certified Power User - Exam Prep - 2026!,Hailie Shaw,"Rating: 4.5 out of 5
4.5
(8,696)","Current price
$54.99","4.5 total hours
41 lectures
Beginner",7
"AZ-305 - Designing Azure Infrastructure Solutions
AZ-305 - Designing Azure Infrastructure Solutions - Preparation course",AZ-305 - Designing Azure Infrastructure Solutions - Preparation course,Alan Rodrigues,"Rating: 4.7 out of 5
4.7
(8,610)","Current price
$74.99","20 total hours
256 lectures
All Levels",7
"Microsoft 365 Fundamentals: MS-900 +Practice Questions
Understand cloud concepts ,core Microsoft 365 services and concepts and understand security and compliance","Understand cloud concepts ,core Microsoft 365 services and concepts and understand security and compliance",Kevin Brown,"Rating: 4.5 out of 5
4.5
(8,582)","Current price
$79.99","11 total hours
134 lectures
Beginner",7
